text,label
PEKERJA AM CUM TOW TRUCK DRIVER,cargo vehicle driver
Mixer Truck Driver,cargo vehicle driver
PRIME MOVER DRIVERS,cargo vehicle driver
Assistant Driver ,cargo vehicle driver
OFFICE DRIVER,cargo vehicle driver
Dump Truck Operator ,cargo vehicle driver
Lorry Driver 3-5 Tonne Lorry,cargo vehicle driver
Rps Transport Sdn Bhd,cargo vehicle driver
Customer Delivery Assistant - Tesco Seberang Jaya,cargo vehicle driver
TRUCK OPERATOR,cargo vehicle driver
Lorry Driver (10 tonne),cargo vehicle driver
Lorry Driver / Pemandu Lori ,cargo vehicle driver
driver van,cargo vehicle driver
Cargo Vechile Driver,cargo vehicle driver
Store Keeper Cum Driver,cargo vehicle driver
Lori Driver,cargo vehicle driver
LORRY CRANE DRIVER @ KUANTAN,cargo vehicle driver
Lorry Driver/Pemandu Lori,cargo vehicle driver
DRIVER CUM TECHNICIAN,cargo vehicle driver
driver,cargo vehicle driver
LORRY DRIVER (07/05/2021),cargo vehicle driver
Prime Mover Driver,cargo vehicle driver
Port Equipment Operator (Prime Mover),cargo vehicle driver
Lorry Driver Needed ,cargo vehicle driver
gas deliveryman,cargo vehicle driver
TRANSPORTER,cargo vehicle driver
LORRY CRANE DRIVER @ KUALA TERENGGANU,cargo vehicle driver
KURIER/DRIVER/RIDER,cargo vehicle driver
Driver cum Warehouse Assistant,cargo vehicle driver
LORRY DRIVER(7 TON),cargo vehicle driver
DRIVER CUM GENERAL WORKER,cargo vehicle driver
Van Sales Driver (Kepong KIP),cargo vehicle driver
LORRY DRIVER ,cargo vehicle driver
HAULAGE DRIVER,cargo vehicle driver
Customer Delivery Assistant -Tesco Puchong,cargo vehicle driver
Lorry Driver in Malaysia/Singapore,cargo vehicle driver
Vacancy,cargo vehicle driver
Lorry Driver (5 Tons),cargo vehicle driver
DRIVER BONDED,cargo vehicle driver
FUELER DRIVER,cargo vehicle driver
Lorry Driver cum Store Assistant,cargo vehicle driver
1 ton lorry driver,cargo vehicle driver
Lorry Driver (Local),cargo vehicle driver
Prime Mover Operator (Trak),cargo vehicle driver
Lorry Drive,cargo vehicle driver
Customer Delivery Assistant -Tesco Selayang,cargo vehicle driver
PRIME MOVER DRIVER,cargo vehicle driver
DRIVER and STOCK KEEPER       ,cargo vehicle driver
General Worker/ Lorry Attendant (SABAH),cargo vehicle driver
Mobile Truck Driver,cargo vehicle driver
DUMP TRUCK OPERATOR,cargo vehicle driver
Office Cum Personal Driver,cargo vehicle driver
PRIME MOVERS VEHICLE DRIVER,cargo vehicle driver
Lorry Driver cum Operation Assistant,cargo vehicle driver
Lorry cum Van Driver Assistant,cargo vehicle driver
Trailer Driver (40ft),cargo vehicle driver
LORRY TIPPER DRIVER,cargo vehicle driver
Lorry Driver /Lorry Attendant,cargo vehicle driver
Haulier Driver,cargo vehicle driver
Lorry Driver 1 Ton (Masai),cargo vehicle driver
SALES DRIVER,cargo vehicle driver
LORRY DRIVER AVAILABLE,cargo vehicle driver
JOBS VACANCY IN SIPITANG,cargo vehicle driver
DRIVER LORRY CRANE,cargo vehicle driver
LORRY DRIVER - 1 TON ,cargo vehicle driver
DRIVER LORI E FULL,cargo vehicle driver
Lorry Driver/ Attendant ,cargo vehicle driver
1 ton Lorry Driver,cargo vehicle driver
3 Tan Lorry Driver cum General Work,cargo vehicle driver
TECHNICAL ASSISTANT LEVEL 3,engineering assistant
Technical Assistants,engineering assistant
Field Service Representative,engineering assistant
Principle Engineer,engineering assistant
"TECHNICAL ASSISTANT, MAINTENANCE & PROJECT",engineering assistant
Engineering,engineering assistant
Electronic R&D Engineer,engineering assistant
Engineering Assistant ,engineering assistant
TECHNICAL TM,engineering assistant
Assistant Technician,engineering assistant
Engineer (Process Engineering),engineering assistant
APPRENTICESHIP PROGRAMME (ELECTRICAL ENGINEERING),engineering assistant
Unifi Technician,engineering assistant
TECHNICIAN - LAB,engineering assistant
OIL MILL - TRAINEE MILL ENGINEER,engineering assistant
Apprentice Engineer,engineering assistant
"Electrical, Site & Commissioning Engineer",engineering assistant
Technical Assistant cum Drafter,engineering assistant
LAB TECHNICIAN,engineering assistant
EXECUTIVE PROJECT MANAGEMENT,engineering assistant
Assistant Marine,engineering assistant
ENGINEERING ADMIN ASSISTANT,engineering assistant
IMD Technician ,engineering assistant
Trainee Operator,engineering assistant
M&E Inspector of Work at Beaufort,engineering assistant
"Technical Officer, Mechanical ",engineering assistant
Specialist Technician,engineering assistant
Senior Electrical Supervisor,engineering assistant
"Assistant Engineer, Production",engineering assistant
CPT OPERATOR,engineering assistant
Senior Die Maintenance Technician,engineering assistant
Assistant Technical Services,engineering assistant
C&S Engineers,engineering assistant
PISTON CORE/DRILLER,engineering assistant
Advanced Engineer - Test,engineering assistant
Technical Support (Audiovisual),engineering assistant
Tyre Technician ,engineering assistant
Production Engineer / Process Engineer ,engineering assistant
Engineering Specialist (Alum Process Technician Support),engineering assistant
Test Equipment Maintenance Technician,engineering assistant
BUILDING TECHNICION,engineering assistant
Technician (Shah Alam),engineering assistant
Material Control Engineer,engineering assistant
Graduate Career Acceleration Program,engineering assistant
TECHNICIAN ATM,engineering assistant
Supervisor Technical,engineering assistant
Entry Level Technician - Log and Perforating,engineering assistant
Apprentice - SOC Engineer,engineering assistant
PROJECT ADMINISTRATOR/CLERK (AURHORITY LIAISON),engineering assistant
EQA Technician,engineering assistant
Aircon Technitian - Junior,engineering assistant
Theme Park Technical Supervisor (Facilities Maintenance),engineering assistant
Senior Technician (VTO & SKM Cert),engineering assistant
Offshore Technical Assistant - Sabah Based,engineering assistant
SharePoint Developer,engineering assistant
Production Trainee (Chemical),engineering assistant
Supervisor / Senior Technician / Technician for ITC/APGPSD,engineering assistant
Automation Software Engineer,engineering assistant
Technical Support (Internship),engineering assistant
JUNIOR TECHNICIAN,engineering assistant
Assistant Supervisor ,engineering assistant
PISTON CORE,engineering assistant
Technical Clerk,engineering assistant
Customer Service cum Technician,engineering assistant
"ENGINEER, SYSTEM",engineering assistant
ADMIN AND ENGINEERING ASSISTANT,engineering assistant
Technician /Handyman,engineering assistant
Machinery Technician,engineering assistant
SALES ENGINEER ,engineering assistant
JUNIOR ENGINEER (JAPANESE SPEAKER) ,engineering assistant
PRODUCT SUPPORT / INVENTORY,engineering assistant
BOLT TENSIONING TECHNICIAN,engineering assistant
Civil Technician,engineering assistant
IETS Operations Executive,engineering assistant
Data & System Analyst,engineering assistant
"ENGINEER, MANUFACTURING",engineering assistant
Program Engineer ,engineering assistant
CBM SPECIALIST/CBM SENIOR SPECIALIST,engineering assistant
Engineering Senior Technician,engineering assistant
Technician (Biomedical Engineering Maintenance Services),engineering assistant
Technical assistant (C&S Consultancy),engineering assistant
ENGINEER,engineering assistant
ENGINEERING TECHNICIAN ,engineering assistant
SALES & APPLICATION ENGINEER,engineering assistant
Project Coordinator/ Admin,engineering assistant
CHEIF MAINTENANCE,engineering assistant
Technical Assistant(for male only),engineering assistant
Technician/ Assistant Engineer,engineering assistant
ENGINEER-INTERN,engineering assistant
OQA Associate Engineer,engineering assistant
Lab Tehcnician,engineering assistant
Assistant QA Engineer,engineering assistant
TECHNICIAN WWTP,engineering assistant
PROCESS / PROJECT ENGINEER,engineering assistant
technical assistant,engineering assistant
URGENT !!! Rewinding Technician,engineering assistant
Junior Engineer,engineering assistant
Sourcing Solution Specialist,engineering assistant
Industrialization Engineer,engineering assistant
Graduate Trainee (Diploma in Mechanical Engineering),engineering assistant
Technician Assistant,engineering assistant
Vending Machine Refillman cum Driver,engineering assistant
Immediate Vacancy - R & D Engineer ,engineering assistant
Trainee (Service Engineer),engineering assistant
M&E Inspector of Work ,engineering assistant
Technical Support,engineering assistant
Field Technician ,engineering assistant
COKE OVEN MAINTENANCE TECHNICIAN,engineering assistant
Senior Industrial Engineering Executive,engineering assistant
Technician Consultant ,engineering assistant
Duty Engineer,engineering assistant
Project Engineers,engineering assistant
Customer Success Engineer,engineering assistant
"ENGINEER, SERVICE",engineering assistant
Mechanical Technician ,engineering assistant
Cable Splicer,engineering assistant
Documentation Engineer,engineering assistant
React Native Engineer,engineering assistant
Sales Engineering Engineer ,engineering assistant
ADMIN ENGINEERING,engineering assistant
BIM/CAD Technician,engineering assistant
ADMIN ENGINEERING ASSISTANT,engineering assistant
Lift Technician,engineering assistant
Electrical Inspector of Work at Semporna,engineering assistant
TECHNICAL CREW,engineering assistant
TECHNICIAN (VOCASIONAL GRADUATES),engineering assistant
QS Engineer,engineering assistant
Techanic assistant,engineering assistant
SENIOR SERVICE ENGINEER,engineering assistant
Project Scheduler ,engineering assistant
"TECHNICIAN,INSTALLER,WIREMAN, COMPUTER TELEKOM ASTRO",engineering assistant
C&Q Engineer – Utility and Automation,engineering assistant
Environmental Sales Engineer,engineering assistant
Field / Site / Installation Technician,engineering assistant
Precision Engineering Manager,engineering assistant
Engineering assistant and admin,engineering assistant
Junior Assembly Technician,engineering assistant
Assistant Engineer,engineering assistant
Technician (Electronics),engineering assistant
FAST WINCH,engineering assistant
PRODUCTION ASSISTANT ENGINEER,engineering assistant
Engineer (Technical),engineering assistant
Assistant Technician/Handyman,engineering assistant
MARKETING ASSISTANT (ENGINEERING),engineering assistant
Assistant Resident Engineer,engineering assistant
QMS Manager,engineering assistant
technician worker,engineering assistant
Engineering Assistant,engineering assistant
 Technician aircond,engineering assistant
INTERNSHIP CIVIL ENGINEER,engineering assistant
PROTEGE SITE ENGINEER,engineering assistant
MOORING ENGINEER,engineering assistant
Aircon Technitian,engineering assistant
ASSISTANT PROJECT ENGINEER,engineering assistant
Technical Expert - Production/Operation/FM/OPC,engineering assistant
Intern (Innovation Officer) ,engineering assistant
(Intern)  Assistance Project Engineer ,engineering assistant
Technical Clerk/ Assistant Engineer - Miri Based,engineering assistant
Assistant Manager Engineering,engineering assistant
Geospatial Engineering Technologies,engineering assistant
Junior C&S Engineer,engineering assistant
Junior Engineer R&D,engineering assistant
Executive Engineer,engineering assistant
APPRENTICESHIP PROGRAMME (CIVIL ENGINEERING),engineering assistant
Production Asst. Engineer,engineering assistant
SENIOR MECHANICAL ENGINEER,engineering assistant
SENIOR TECHNICAL ASSISTANT,engineering assistant
Assistant Engineer Electrical - Male Only,engineering assistant
Engineering assistant,engineering assistant
Aircon Technician,engineering assistant
ENGINNERING EXECUTIVE,engineering assistant
Internship for Engineering Students,engineering assistant
Assistant Technical Support Officer,engineering assistant
Vacancy For Technical Assistant,engineering assistant
GENERAL ENGINEER,engineering assistant
 Technician Logging and Perforating,engineering assistant
Chargeman (BO-11KV),engineering assistant
Robotic Automation Technician,engineering assistant
CHARGEMAN A1,engineering assistant
Steam Engineer (Grade1),engineering assistant
TECHNICIAN PLANT,engineering assistant
Junior Support Analyst (Stock & Management Accounting),engineering assistant
MECHANICAL TECHNICIAN ,engineering assistant
Technical Support (Native Indonesian Speaker),engineering assistant
"Senior Technical Officer, Civil ",engineering assistant
Planning Engineer (Based in Puchong),engineering assistant
ENGINEERING SUPPORT SPECIALIST,engineering assistant
project assistant,engineering assistant
TECHNOLOGY HEAD,engineering assistant
Technical Lead  Control-M,engineering assistant
Senior Technical Advisor,engineering assistant
Assistant Planning Engineer (Aperantis),engineering assistant
Technician (Contract),engineering assistant
INTERN - TECHNICAL,engineering assistant
HT TECHNICIAN,engineering assistant
Assistant Project Engineer,engineering assistant
Lab Engineer (Technical),engineering assistant
Engineering Trainee,engineering assistant
Engineer,engineering assistant
Student Assistant (IT Internship) Cloud & Digital Workplace,engineering assistant
Mechanical Assistant with Diploma,engineering assistant
Assistant Technical,engineering assistant
SUBSEA MOORING CONNECTOR TECHNICIAN,engineering assistant
TECHNICIANS (KELANTAN ),engineering assistant
Project Engineering,engineering assistant
INTERN - TECHNICAL SERVICES,engineering assistant
Technical Expert  ,engineering assistant
M& E Technician ,engineering assistant
Engineer - Production Engineering ,engineering assistant
Technical Assistant,engineering assistant
Technician-RM1500* | FOC Monthly Activities,engineering assistant
ASSISTANT ENGINEER,engineering assistant
ENGINEER ASSISTANT ,engineering assistant
SLDN-INDUSTRY4WRD PROGRAM in Pneumatics/Electropneumatics ,engineering assistant
Tecnichian Cum Engineering assistant,engineering assistant
Technical Admin,engineering assistant
VACANCY - ROV PILOT TECHNICIAN,engineering assistant
Shift Technician,engineering assistant
EQUIPMENT TECH/ SR TECH / TECH SPECIALIST / AE - DIFFUSION,engineering assistant
Trainee Slickline Assistant,engineering assistant
Multiskill Technician,engineering assistant
ENGINEERING TECHNICIAN,engineering assistant
Technician (Lift Industry),engineering assistant
engineering assistant,engineering assistant
Engineer / Supervisor,engineering assistant
Technical Assistant - Facilities,engineering assistant
Production and Field Technician,engineering assistant
PROJECT ADMIN (ELECTRICAL),engineering assistant
Assistant Manager (The Han Room),restaurant manager
Specialist Manager,restaurant manager
Supervisor - Tealive Aiman Mall,restaurant manager
Supervisor - Tealive IOI City Mall,restaurant manager
Manager (Mamasita KK),restaurant manager
Senior Cafe Operations Crew,restaurant manager
Store Manager - IOI Puchong,restaurant manager
WAITER,restaurant manager
Assistant Manager ( Icon City Penang  (New Outlet) Outlet)),restaurant manager
Floor Supervisor - Sunway Pyramid,restaurant manager
Food & Beverage Executive,restaurant manager
MR,restaurant manager
Kejap Food ( Manager ),restaurant manager
Director of Food & Beverage,restaurant manager
ASSISTANT MANAGER  ( KENNY HILL ),restaurant manager
Area Restaurant Manager,restaurant manager
OUTLET MANAGER ,restaurant manager
Food and Beverage Assistant Moktis Pendang,restaurant manager
F&B MANAGER,restaurant manager
FOOD AND BEVERAGE SUPERVISOR,restaurant manager
Assistant Manager (Seafood World),restaurant manager
LOUNGE SUPERVISOR CUM CAPTAIN,restaurant manager
Outlet Manager/Assistant Manager (Putrajaya/Setia Alam),restaurant manager
Assistant Manager Food Court Operation,restaurant manager
Kejab Food ( Assistant Manager ),restaurant manager
"Assistant Manager, Branding & Internal Marketing",restaurant manager
Food & Beverage Manager,restaurant manager
Store Manager @ O'Briens Hospital Pantai Kuala Lumpur,restaurant manager
Catering Supervisor,restaurant manager
F&B Supervisor ,restaurant manager
Cafeteria Supervisor,restaurant manager
Cloud Kitchen Supervisor ,restaurant manager
Restaurant supervisor/Manager,restaurant manager
Restaurant Manager - IndoAsli Central i-City Shah Alam,restaurant manager
Senior Service Crew,restaurant manager
ASSISTANT RESTAURANT MANAGER ,restaurant manager
CAFETERIA SUPERVISOR,restaurant manager
Shift Manager (Rimbayu),restaurant manager
Assistant F&B Outlets Manager,restaurant manager
Manager / Supervisor - Street Churros ,restaurant manager
F&B Outlet Manager,restaurant manager
F&B Operation Manager,restaurant manager
Foodcourt Manager,restaurant manager
Junior Supervisor,restaurant manager
Chef Assistant,restaurant manager
ASSISTANT GENERAL MANAGER,restaurant manager
Restaurant Operations Manager,restaurant manager
AlannaKitchen( manager ),restaurant manager
service supervisor,restaurant manager
VEGETARIAN SUPERVISOR,restaurant manager
MANAGER IN TRAINING,restaurant manager
OUTLET MANAGER,restaurant manager
"SUPERVISOR MARRYBROWN , KLEBANG",restaurant manager
French Restaurant Manager,restaurant manager
Store Manager - One Utama,restaurant manager
Hotel Banquet Supervisor,restaurant manager
Assistant F&B Outlet Manager,restaurant manager
FOOD & BEVERAGE EXECUTIVE,restaurant manager
Outlet Supervisor (FOH),restaurant manager
RESTAURANT ASSISTANT MANAGER,restaurant manager
Food Safety Manager ,restaurant manager
FARMTH FOODCRAFT(MANAGER),restaurant manager
Restaurant Manager (KL area),restaurant manager
Italian Restaurant Manager,restaurant manager
Tea Centre Operation Manager,restaurant manager
Restaurant Manager/Captain,restaurant manager
Assistant Manager (KLCC),restaurant manager
Assistant / F&B Manager,restaurant manager
Canteen Supervisor,restaurant manager
"Supervisor - Tealive Jalan Laksamana Cheng Ho, Kuching",restaurant manager
Assistant Manager Marrybrown ,restaurant manager
SUPERVISOR CAFE/RESTAURANT,restaurant manager
Restaurant Assistant Manager (Non-Halal),restaurant manager
"Manager / Supervisor - Street Churros, Mahkota Parade",restaurant manager
PUNGURUS RESTORAN,restaurant manager
Outlet Manager Trainee ,restaurant manager
Asst.Restaurant Manager,restaurant manager
OUTLET MANAGER ( POU WOK ZAI F&B SDN BHD ),restaurant manager
Food Court Manager,restaurant manager
"Manager / Supervisor - Street Churros, 1 Utama",restaurant manager
MANAGER ( SUSHI MENTAI KLUANG ),restaurant manager
F&B Service Associate,restaurant manager
MANAGER / SUPERVISOR,restaurant manager
Assistant Manager (Oriental Express),restaurant manager
Restaurants & Bars Manager,restaurant manager
Operation Officer Mendy King Restaurant,restaurant manager
Restaurant District Manager,restaurant manager
"Manager / Supervisor - Cornery-the popcorn gallery, IOI City",restaurant manager
cafe manager,restaurant manager
outlet Manager,restaurant manager
Operation Manager ( Food Preparation & Distribution ),restaurant manager
Food and Beverage Supervisor,restaurant manager
Assistant Restaurant Manager (Trainee),restaurant manager
"Supervisor - Tealive Petronas Tanjung Aru, KK",restaurant manager
Coffee Shop Manager,restaurant manager
Food and Beverages,restaurant manager
Restaurant supervisor,restaurant manager
Assistant Restaurant Manager (Trainee) ,restaurant manager
Restaurant Manager,restaurant manager
Bar & Cafe Supervisor,restaurant manager
Assit Supervisor (F&B),restaurant manager
Supervisor & Asst Supervisor MyLaksa Setia City Mall,restaurant manager
F&B Executive,restaurant manager
F & B Manager,restaurant manager
Restaurant Manager & Chef,restaurant manager
Assistant Manager (Pavillion),restaurant manager
Restaurant Manager/Supervisor (Go Noodle House/有间面馆),restaurant manager
Assistant Restaurant Manager ,restaurant manager
F&B SUPERVISOR,restaurant manager
Lounge Manageress,restaurant manager
Outlet Manager,restaurant manager
Food and Beverage Assistant Moktis Alor Setar,restaurant manager
Business Manager ,management assistant
Logistic Assisstant,management assistant
Production Manager (Tenaga Mix KL),management assistant
Office Pantry and Cleaning Assistant,management assistant
Project Leader,management assistant
SENIOR OFFICE ADMINISTRATOR,management assistant
Assistant Product Manager –Interventional Cardiology (IC),management assistant
Special Assistant,management assistant
IP Digital Trainee,management assistant
Sale and Marketing Manager,management assistant
CONSULTANT MANAGER,management assistant
Assist Manager,management assistant
ASSISTANT MANAGER 2,management assistant
Merchant Management Officer - E-Commerce,management assistant
PROJECT CO-ORDINATOR ,management assistant
Assistant Manager,management assistant
Testing Coordinator,management assistant
"Senior Supervisor, Human Resource",management assistant
Assistant Business Development Manager ,management assistant
Project Leader Assistant,management assistant
Management Trainee - Operations ,management assistant
ASSITANT PRODUCTION MANAGER ( CIASIANG FOODS ),management assistant
Sustainability Supervisor,management assistant
Assistant Engineering Manager,management assistant
Project & Operations Executive,management assistant
ACCOUNT MANAGER FREIGHT FORWARDER,management assistant
Global Management Trainee,management assistant
Director Personal Assistant ,management assistant
OFFICE ASSISTANT ,management assistant
OPERATION OFFICER,management assistant
Internship for Business Studies / Marketing /Administration,management assistant
OFFICE BOY ,management assistant
Assistant Marcom Manager,management assistant
Showroom Clerk,management assistant
Management Trainee-Kitchen,management assistant
Project Administrator (Based at KK office),management assistant
TELEMARKETING MANAGER,management assistant
Management Trainee (Admin),management assistant
Assistant Project Team,management assistant
Administration Executive,management assistant
Manager trainee Russian speaker,management assistant
Personal Assistant to Managing Director / Office Admin,management assistant
Strategy Assistant Manager,management assistant
HR & ADMIN MANAGER,management assistant
MANAGEMENT,management assistant
MANAGEMENT ASSITANT,management assistant
Shop manager,management assistant
Assistant Manager - HR and Admin ,management assistant
COMPBOSS,management assistant
Strategic BD Project Intern,management assistant
Assistant Manager Designate,management assistant
PRODUCT MANAGEMENT EXECUTIVE,management assistant
Business Development Assistant Manager,management assistant
manager,management assistant
Compliance Assistant,management assistant
ADMIN STAFF,management assistant
Tender document assistant needed in TTDI jaya shah alam,management assistant
ASSISTANT CUTTING DEPT. MANAGER,management assistant
Project Management Executive ,management assistant
Kitchen  Helper ,management assistant
Management Trainee,management assistant
MANPOWER COORDINATOR,management assistant
OPERATION ASSISTANT - PROJECT,management assistant
Admin & Finance,management assistant
Project Administrator,management assistant
MDR Project Administrator,management assistant
MyStep (Graduate Employability Program),management assistant
GRADUATES  / MANAGEMENT TRAINEE (Plentong),management assistant
APPERENTICE ( TRAINEE ) PROGRAMME,management assistant
FINANCE MANAGER / ADMINISTRATOR,management assistant
PURCHING MANAGER,management assistant
Associate Director,management assistant
Oil Palm Estate Site Manager,management assistant
SENIOR ASSISTANT MANAGER,management assistant
ASSISTANT PROJECT MANAGER,management assistant
Management assistant,management assistant
 Retail Manager,management assistant
Senior Project/Safety,management assistant
Assistant Manager @ X Park Port Dickson,management assistant
Business Management Officer,management assistant
JUNIOR MANAGER PROGRAM,management assistant
Project Management Assistant ,management assistant
LEASING ASSISTANT MANAGER,management assistant
Operation Project Assistant,management assistant
Young Talent Program,management assistant
IT administrator,management assistant
OPERATION OFFICER ,management assistant
PROJECT EXECUTIVE OFFICER,management assistant
STAFF FOR NEW BRANCH (SABAH),management assistant
RETAIL ASSISTANT  MANAGER,management assistant
"Assistant Manager, ICT - Applications & Development",management assistant
MANAGEMENT  CONSULTANT,management assistant
"Intern - Finance, Marketing, Risk Management and Business",management assistant
Deputy General Manager (Manufacturing) - Ayer Keroh Melaka,management assistant
Cafe Supervisor/Assistant Supervisor,management assistant
ASSISTANCE PRODUCTION MANAGER,management assistant
PERSONAL EXECUTIVE,management assistant
Assistant Registrar,management assistant
SITE  MANAGER,management assistant
Project Assistance,management assistant
ASSISTANT MANAGER : HYGIENE CARE DEPARTMENT,management assistant
ACOUNT MANAGER IN HAULIER,management assistant
Management Associate ,management assistant
Digital Project Assistant,management assistant
Hospitality (Hotel/Motel Assistant Manager),management assistant
Marketing Intelligent Support,management assistant
Project admin ,management assistant
Production Manager (Based at Prai),management assistant
Office Management Executive,management assistant
ASSISTANT MANAGER ,management assistant
Assistant Project Coordinator,management assistant
Project Administration (Telecommunication),management assistant
PRICING EXECUTIVE - FRESH GRADUATE (CONTRACT) - PG,management assistant
PROJECT COORDINATOR OFFICER,management assistant
Production Manager/Assistant Manager,management assistant
SITE ASSISTANT,management assistant
Organisational Development Officer ,management assistant
Office Assistant (Graphic Designer) - Apprentice - RM1200,management assistant
Management Trainee (Plantation),management assistant
Projects  executive,management assistant
OFFICE ADMINISTRATION AND TRAINER,management assistant
Site Planner,management assistant
Assistant Manager Quality Assurance (Compliance),management assistant
Project Executive,management assistant
Project Executive / Coordinator,management assistant
"HR, Admin & Finance Assistant",management assistant
Internship for management trainee,management assistant
General Supervisor - Labuan Based,management assistant
Management Trainee @i-City,management assistant
ASSISTANT FACTORY MANAGER II CUM HR,management assistant
MANAGEMENT ASSISTANT,management assistant
PROCUREMENT MANAGER,management assistant
Assistant Manager - AP BINA,management assistant
food and beverage ,management assistant
HR ASSISTANT MANAGER,management assistant
Management Assistant,management assistant
"Officer, Customer Order Management (Thai Speaker)",management assistant
BIM Operator and Modeller,management assistant
Project Executive (Selangor),management assistant
ASSISTANT MANAGER (MATERIAL HANDLING),management assistant
PRODUCTION ASSISTANT(BASED IN IPOH),management assistant
Pengurus/Manager,management assistant
RETAIL OPERATION MANAGER,management assistant
Trainee Team Manager (Nationwide),management assistant
Asst. Production Manager,management assistant
Center Manager/Assistant Manager,management assistant
Office Assistant,management assistant
Assistant (Planning & Control),supply chain assistant
Logistics Assistant (Bakery),supply chain assistant
Assistant in Operational Department,supply chain assistant
Internship for Customer Service & Logistics Students,supply chain assistant
RUNNER / DRIVER FOR INTERNATIONAL SCHOOL,supply chain assistant
SHIPPING DOCUMENTATION OFFICER,supply chain assistant
LOGISTIC ,supply chain assistant
INTERN - OPERATIONS,supply chain assistant
Centre Associate,supply chain assistant
Operation Assistant (Supply Chain),supply chain assistant
SUPPLY CHAIN SENIOR OFFICER [JOHOR],supply chain assistant
Supply Chain Executive,supply chain assistant
SCM Assistant,supply chain assistant
Order Management,supply chain assistant
Executive - Warehouse and Logistic,supply chain assistant
Product Operation,supply chain assistant
Special Projects Apprentice,supply chain assistant
Logistic and Warehouse Assistant,supply chain assistant
Logistic Executive (Klang),supply chain assistant
Join us in Coffee Industry!,supply chain assistant
Logistic cum Office Assistant,supply chain assistant
Logistic Associate (Klang),supply chain assistant
Logistic Helper (Male),supply chain assistant
Logistics Assistant,supply chain assistant
LOGISTICS CLERK,supply chain assistant
INTERN - DISTRIBUTION,supply chain assistant
Logistic Assistant (Picker & Packer) below 30 years old,supply chain assistant
Logistic Clerk,supply chain assistant
PPC Officer,supply chain assistant
OPERATION ASSISTANT (PACKING),supply chain assistant
Internship Logistics and Supply Chain,supply chain assistant
LOGISTICS ASSISTANT,supply chain assistant
Inventory & Logistic Assistant (Chinese Language Skill),supply chain assistant
Logistics Executive 物流主管,supply chain assistant
Product Planning Executive,supply chain assistant
Protégé Logistic ,supply chain assistant
MATERIAL LOGISTICS AND COORDINATOR ( M.L.O.C ),supply chain assistant
Supervisor Production,supply chain assistant
SCM Clerk,supply chain assistant
Logistics Leader,supply chain assistant
"Officer, Supply Chain Service Verification (Thai Speaker)",supply chain assistant
Supply Chain Supervisor,supply chain assistant
Logistic and Admin planner,supply chain assistant
PRODUCTION CLERK (MALE ONLY),supply chain assistant
Supply Chain Clerk (3 Months Contract),supply chain assistant
SHIPPING EXECUTIVE,supply chain assistant
Procurement Cum Store & Logistic Executive,supply chain assistant
Sales Coordination Officer,supply chain assistant
PRODUCTION CONTROL OFFICER,supply chain assistant
Shipping Assistant,supply chain assistant
Logistic and Warehouse Admin,supply chain assistant
Prod Coordinator,supply chain assistant
"Associate III, Logistics",supply chain assistant
Logistics Clerk,supply chain assistant
LOGISTIC CLERK (SEDENAK-KULAI JOHOR),supply chain assistant
Assistant Logistics Manager,supply chain assistant
Supervisor - Logistic,supply chain assistant
"Associate II, Logistics",supply chain assistant
Logistic Administrator,supply chain assistant
Logistic Payment Assistant,supply chain assistant
Logistics 物流,supply chain assistant
Logistic,supply chain assistant
Supply Chain Assistant (Warehouse) - E-Commerce,supply chain assistant
"EXECUTIVE, LOGISTICS / PM PURCHASING",supply chain assistant
Operation assistant ,supply chain assistant
Logistic Cum Sales Admin,supply chain assistant
Supply Coordinator,supply chain assistant
Retail Services Assistant,supply chain assistant
CUSTOMER SERVICE CUM PLANNER,supply chain assistant
Strategic Sourcing,supply chain assistant
SHIPPING AND DOCUMENTATION EXECUTIVES,supply chain assistant
Logistic Coordinator,supply chain assistant
Logistic Clerk  (Temporary),supply chain assistant
Shipping & Logistic Assistant,supply chain assistant
Logistic & Shipping Assistant & Executive,supply chain assistant
Senior Shipping Executive,supply chain assistant
Assistant - Logistic Admin,supply chain assistant
Logistic & Supply Chain Executive,supply chain assistant
Logistics Officer,supply chain assistant
Product Management,supply chain assistant
Logistic Admin Executive (Outbound),supply chain assistant
LOGISTIC ASSISTANT,supply chain assistant
Clerk - Supply Chain & Logistic,supply chain assistant
RSPO Supply Chain Auditor (1-year contract),supply chain assistant
Logistic Planner Officer ,supply chain assistant
"Assistant Manager, Logistics",supply chain assistant
LOGISTIC EXECUTIVES,supply chain assistant
Senior Site Sourcing Executive,supply chain assistant
Group Suppy Chain Executive,supply chain assistant
LOGISTIC COORDINATOR  ,supply chain assistant
Tender & Supply Chain Executive,supply chain assistant
Logistic (Van driver),supply chain assistant
Logistic & Receiving Coordinator,supply chain assistant
Junior Logistics Executive,supply chain assistant
OPERATION ASSISTANT,supply chain assistant
Logistic & Warehouse Executive,supply chain assistant
Despatch Assistant,supply chain assistant
"Officer, Supply Chain Service Verification (JapaneseSpeaker)",supply chain assistant
Stock and Logistic Operator,supply chain assistant
Supply Chain Clerk,supply chain assistant
Customer Service & Logistic Officer,supply chain assistant
purchasing & logistics clerks,supply chain assistant
COORDINATOR CUM MARKETING INDOOR LOGISTICS  MTO DI KL,supply chain assistant
Repository & Supply Chain Executive ,supply chain assistant
